0.000,0.663
0.000,0.912
0.663,1.326
0.829,0.994
0.994,1.160
0.994,1.326
1.160,1.326
1.326,2.238
1.326,1.989
1.326,1.657
1.657,2.155
1.989,2.652
2.155,2.320
2.320,2.486
2.320,2.652
2.486,2.652
2.652,2.983
2.652,3.564
2.652,3.315
2.983,3.481
3.315,3.978
3.481,3.646
3.646,3.812
3.646,3.978
3.812,3.978
3.978,4.889
3.978,4.309
3.978,4.641
4.309,4.807
4.641,5.304
4.807,4.972
4.972,5.138
4.972,5.304
5.138,5.304
5.304,5.635
5.304,6.215
5.304,5.967
5.635,6.133
5.967,6.630
6.133,6.298
6.298,6.630
6.298,6.464
6.464,6.630
6.630,7.293
6.630,6.961
6.630,7.541
6.961,7.459
7.293,7.956
7.459,7.624
7.624,7.790
7.624,7.956
7.790,7.956
7.956,8.619
7.956,8.867
7.956,8.287
8.287,8.785
8.619,9.282
8.785,8.950
8.950,9.116
8.950,9.282
9.116,9.282
9.282,10.193
9.282,9.945
9.282,9.613
9.613,10.110
9.945,10.608
10.110,10.276
10.276,10.442
10.276,10.608
10.442,10.608
10.608,10.939
10.608,11.271
10.608,11.602
10.939,11.271
11.271,11.602
11.271,11.934
11.271,11.436
11.436,11.768
11.602,11.934
11.768,12.265
11.934,12.265
11.934,12.928
11.934,12.597
12.265,12.597
12.597,12.928
12.597,13.260
12.928,13.094
12.928,13.260
13.094,14.586
13.094,15.746
13.094,14.503
13.260,13.591
13.260,13.923
13.260,14.254
13.591,13.923
13.923,14.586
13.923,14.254
14.254,14.586
14.586,15.249
14.586,14.917
14.586,15.580
14.917,15.249
15.249,15.912
15.249,15.580
15.580,15.912
15.912,16.243
15.912,16.906
15.912,16.575
16.243,16.575
16.575,17.238
16.575,16.906
16.906,17.238
17.238,17.569
17.238,18.232
17.238,17.901
17.238,17.403
17.403,17.735
17.569,17.901
17.735,18.232
17.901,18.563
17.901,18.232
18.232,18.563
18.563,19.226
18.563,18.895
18.563,19.558
18.895,19.226
19.226,19.889
19.226,19.558
19.558,19.889
19.889,20.552
19.889,20.884
19.889,20.221
19.889,20.387
20.221,20.552
20.387,20.718
20.552,20.884
20.552,21.215
20.718,21.215
20.718,20.884
20.884,21.215
20.884,21.050
21.050,21.215
21.215,21.547
21.215,22.210
21.215,21.713
21.215,21.878
21.547,21.878
21.713,22.210
21.878,22.541
21.878,22.210
22.210,22.707
22.210,22.541
22.541,22.873
22.541,23.536
22.541,23.204
22.707,23.204
22.873,23.204
23.204,23.370
23.204,23.536
23.204,23.867
23.370,23.702
23.536,23.867
23.702,25.193
23.702,25.110
23.702,25.773
23.867,24.862
23.867,24.530
23.867,24.199
24.199,24.530
24.530,25.193
24.530,24.862
24.862,25.193
25.193,25.856
25.193,25.525
25.193,26.188
25.525,25.856
25.856,26.188
25.856,26.519
26.022,26.188
26.188,26.519
26.519,27.182
26.519,26.685
26.519,26.851
26.519,27.514
26.685,27.017
26.851,27.182
27.017,27.514
27.182,27.845
27.182,27.514
27.514,27.845
27.845,28.508
27.845,28.177
27.845,28.840
28.177,28.508
28.508,29.171
28.508,28.674
28.508,28.840
28.674,29.005
28.840,29.171
29.005,30.414
29.005,30.497
29.171,30.166
29.171,29.834
29.171,29.503
29.503,29.834
29.834,30.497
29.834,30.166
30.166,30.497
30.497,31.160
30.497,30.829
30.497,31.492
30.829,31.160
31.160,31.492
31.160,31.823
31.492,31.823
31.823,32.818
31.823,32.486
31.823,33.149
31.823,32.155
31.823,33.066
32.155,32.486
32.486,33.149
32.486,32.818
32.818,33.149
33.149,33.481
33.149,34.144
33.149,34.392
33.149,33.812
33.149,34.475
33.481,33.812
33.812,34.144
33.812,34.475
34.144,34.475
34.475,34.807
34.475,36.464
34.475,35.470
34.475,36.381
34.475,36.713
34.475,35.138
34.807,35.138
35.138,35.470
35.138,35.801
35.470,35.801
35.801,36.464
35.801,36.796
35.801,36.133
36.133,36.464
36.464,37.127
36.464,36.796
36.796,37.127
37.127,38.039
37.127,37.790
37.127,37.458
37.127,38.121
37.458,37.790
37.790,38.453
37.790,38.121
38.121,38.453
38.453,39.116
38.453,38.784
38.453,39.447
